X,Y,osm_id,osm_type,completeness,is_in_health_zone,amenity,speciality,addr_street,operator,water_source,changeset_id,insurance,staff_doctors,contact_number,uuid,electricity,opening_hours,operational_status,source,is_in_health_area,hidden,changeset_version,emergency,changeset_timestamp,addr_housenumber,addr_postcode,health_amenity_type,addr_city,name,staff_nurses,changeset_user,wheelchair,beds,url,dispensing,healthcare,operator_type,tag
-0.192382572692509,5.61673448138035,1426161179,node,9,,doctors,,,,,11174216,,,,d0dfcbf7943d40d3bcfecbdcb81bc187,,,,,,0,2,,2012/04/04 09:43:23,,,,,OMNI Healthcare,,GO_OSM,,,,,,,
-2.77665843736614,5.06264055783009,7600226974,node,12,,pharmacy,,,,,86311418,,,,ca7f79ff49aa4715aaf730744c330cae,,,,,,0,1,,2020/06/07 15:26:49,,,,,,,dr ray,,,,yes,pharmacy,,
-0.244404603281822,5.60900158896956,6290813212,node,30,,pharmacy,,Abetei Street,private_profit,,67385378,,,,9532c35138b940ca89f68a4615cdcaa6,,Mo-Su 09:00-21:00,,Open Cities Accra - Field Survey,,0,1,no,2019/02/20 10:14:10,,,,Accra,Nikos Pharmacy,,Michris,,,,yes,,,
,,787180230,way,12,,hospital,,,,,82988344,,,,92ffef778b384057aed6fb2e09314cef,,,,,,0,1,,2020/04/02 15:11:53,,,,,St. Anthony's Hospital,,Jcasas1,,,,,hospital,,
,,731987365,way,12,,clinic,,,,,75328748,,,,9573be46a8ab4234ad8735708ceab7b5,,,,,,0,1,,2019/10/05 21:52:51,,,,,Presby Clinic,,mfbehrens99,,,,,clinic,,
,,786943766,way,12,,hospital,,,,,82942945,,,,f85e64ae20234be397dc3335db7ed5a1,,,,,,0,1,,2020/04/01 20:03:24,,,,,International Homeopatic Clinic,,Jcasas1,,,,,hospital,,
,,229345768,way,9,,hospital,,,,,79394249,,,,03178984b8be45778a692573f0a19009,,,,,,0,2,,2020/01/09 21:59:35,,,,,,,mfbehrens99,,,,,hospital,,
-0.846113939466022,9.46263605536339,7119881704,node,9,,pharmacy,,,,,79394249,,,,22208f1a26fa447f8ca2e2a2502408d8,,,,,,0,2,,2020/01/09 21:59:35,,,,,,,mfbehrens99,,,,,pharmacy,,
-0.181968057999427,5.5774920871026,6869905697,node,9,,pharmacy,,,,,75559678,,,,93b4f7a7a6444ce398e1ef918bb85efd,,,,,,0,1,,2019/10/11 11:25:54,,,,,Axis Pharmacy,,Enock4seth,,,,,,,
,,787124186,way,15,,hospital,,,Government,,82979669,,,,bfd158e8770e4d249933b2384e3d0c05,,,,,,0,1,,2020/04/02 12:08:14,,,,,Bekwai Matenity,,Jcasas1,,,,,hospital,,
,,562002740,way,15,,pharmacy,,,,,72765287,,,,b67cd51ab48a473a87916e6a6f82ce5d,,,,,,0,2,,2019/07/29 11:15:43,,,,,Fast Chemical Shop,,ickwmss,,,,yes,pharmacy,,
-2.51751245474156,6.80502314796826,6373951542,node,12,,pharmacy,,Kofi Solo Avenue,,,69180424,,,,68bb2b4439a94891bb3bfb89a63bb03b,,,,,,0,2,,2019/04/13 15:34:21,,,,,Mabel Akyaa Waye,,magma18,,,,,,,
-1.27562771996739,5.13074871789485,6508003152,node,12,,clinic,,,,,79089814,,,,fa9ee8701b6c472aa08498b0ad8bbc7d,,Mo-Sa 08:00-22:00,,,,0,2,,2020/01/01 19:31:38,,,,,DIS Clinic,,pkodame,,,,,,,
-2.63902230665803,6.5762287911063,7208528785,node,9,,clinic,,,,,81052579,,,,cd60eea5f5d1451f97ce76533ffdcccf,,,,,,0,2,,2020/02/15 19:44:36,,,,,Asarekrom CHPS,,magma18,,,,,,,
-2.3873600224629,6.98228103789177,2189771725,node,6,,pharmacy,,,,,15283110,,,,23d648894fc2455ab6c4a4eaeb260f7d,,,,,,0,1,,2013/03/07 15:13:51,,,,,,,hothunter,,,,,,,
-0.42906052858433,5.53319674631572,6938228121,node,9,,clinic,,,,,76513860,,,,aa88580c09374e13aa9a8c53cf9b5018,,,,,,0,1,,2019/11/01 20:50:55,,,,,Justab Clinic,,Captaingideon,,,,,,,
-0.091107640865317,5.62218816668019,6700604298,node,9,,pharmacy,,,,,78195746,,,,308a90fc79a84ab6941f982b841576e0,,,,,,0,2,,2019/12/10 09:01:53,,,,,Vicar Pharmacy,,mawutor,,,,,,,
-0.038700880920317,5.68477315546781,5188828824,node,12,,pharmacy,,Atankpa Tettey Street,,,53238930,,,,99c5d0cf90ce487198d483a8dc71f0f3,,,,,,0,1,,2017/10/25 15:44:51,,,,,Ashaiman Pharmacy,,mawutor,,,,,,,
-1.55044534695546,6.70063744041627,4955246621,node,12,,pharmacy,,Nsenie Main Street,,,50089995,,,,4f3c602efbd54bb7a4a95ab617e0ff64,,,,,,0,1,,2017/07/06 17:22:00,,,,,DE-MAKS Pharmacy,,Donrex,,,,,,,
,,787644965,way,12,,hospital,,,,,83047912,,,,2a718f80d07b43b2b85c0daad2e6537b,,,,,,0,1,,2020/04/03 17:30:57,,,,,Klagon Maternity Home and Clinic,,Jcasas1,,,,,hospital,,
-2.5103712408758,6.78960237396674,7291702385,node,15,,pharmacy,,Atta Mills Road,,,82162880,,,,fcde0bbce8b249e5958eb7176ef59891,,Mo-Sa 07:30-21:00,,,,0,1,,2020/03/13 12:32:19,,,,,GLORIA K. TETTEH,,Dzifalizzy,,,,,,,
-0.23726012047382,5.66091322989408,7471974190,node,9,,pharmacy,,,,,84488190,,,,48a8c48b7cdf4ea8997a240e5f9047d0,,,,,,0,1,,2020/05/01 18:35:37,,,,,Crystal,,Enock4seth,,,,,,,
-0.139797445847989,5.63263352677697,6925128752,node,9,,pharmacy,,,,,76309044,,,,d22458b959424b0ba85e3a7974226196,,,,,,0,1,,2019/10/28 17:23:38,,,,,Media Pharmacy,,Jwale,,,,,,,
-0.086229624675411,5.62299517631774,6772277885,node,6,,pharmacy,,,,,74092198,,,,4d37e8ea67794fd899641842db0cd30d,,,,,,0,1,,2019/09/04 14:51:31,,,,,,,Enock4seth,,,,,,,
0.304194647462083,8.49340415344466,7317116285,node,24,,clinic,abortion,,,,82656028,private,,,ed5891931f2b466cab30bde3dbf21e4f,grid,,,,,0,2,yes,2020/03/26 10:51:43,,,,,Pentecost Clinic,,tyr_asd,,,,,"clinic;doctor;laboratory;pharmacy",,
,,788138332,way,12,,hospital,,,,,83094377,,,,7d377279b0b94c84a3c6fcc39f2025c2,,,,,,0,1,,2020/04/05 10:39:55,,,,,Akrodie Health Centre,,Jcasas1,,,,,hospital,,
-0.24727506984263,5.57953492454405,5731354878,node,12,,pharmacy,,Nii Amasa street,,,60589233,,,,f4ee5df523044081abca62c2f535f322,,,,,,0,2,,2018/07/10 20:46:53,,,,,Mary de Rose Pharmacy,,Enock4seth,,,,,,,
-0.19846314053072,5.58208754933651,4516622590,node,18,,pharmacy,,Al Waleed Bin Talal Highway,Ankama Family,,43889912,,,,b46214dffe34447eaf38e719dac9529f,,"Mo-Fr 07:00-22:00; Sa 08:00-21:00",,,,0,1,,2016/11/23 08:51:17,,,,,Lesson Pharmacy,,Kwadwo Ankama,,,,,,,
-1.9913305202162,5.30650272675095,5364799592,node,9,,clinic,,,,,55789416,,,,7fde2c0127f740699b7c752bb977f224,,,,,,0,1,,2018/01/26 23:09:09,,,,,,,Enock4seth,,,,,clinic,,
-0.151744423898293,5.66016573176907,5210337471,node,12,,clinic,,,,,75921818,,,,a78d97beffe74ae99d4820476de61394,,,,,,0,2,,2019/10/19 07:09:27,,,,,Prolife Chinese Acupuncture Clinic,,Enock4seth,,,,,alternative,,
-2.64176997833732,7.2206417446647,7214156287,node,9,,clinic,,,,,81044760,,,,1d7a893a6e1f423696ecb472dc3dc41d,,,,,,0,1,,2020/02/15 14:29:10,,,,,Mw,,Arnson,,,,,,,
-0.200645536660005,5.60051466054929,6115657385,node,9,,pharmacy,,,,,65159043,,,,65ebf2bb1a9341de8d8c64dec3e6e867,,,,,,0,1,,2018/12/04 12:38:53,,,,,1st Champions Pharmacy,,Enock4seth,,,,,,,
,,785927801,way,21,,hospital,,Lokko Road,,,84088597,,,0302776427,29411b9638e94a7499d31f12e184be66,,,,,,0,2,,2020/04/25 03:43:25,,,,Osu,VRA Hospital & Pharmacy,,Andy Sekoh,,,,,"hospital;pharmacy",,
-0.199592601983341,5.55291265896045,5486353373,node,15,,pharmacy,,,,,78987055,,,+233 267065800,5b74c2865fee440fb75975fde0539e8f,,,,,,0,3,,2019/12/29 18:56:08,,,,,Ebenezer Chemist Limited,,kjon,,,,,pharmacy,,
,,857831817,way,18,,pharmacy,,,,,92305489,,,,715d1fc300e94234a8dc92d7b06242b7,,,,,,0,1,,2020/10/11 15:34:35,,,,Tamale,Baka Pharmacy,,Adababu Godswill,,,,yes,pharmacy,,
-0.250149978812118,5.6190923945621,5923783047,node,9,,pharmacy,,,,,62845268,,,,9c6a3460fcfc49f8852a899fc07194ab,,,,,,0,1,,2018/09/23 09:42:05,,,,,Healthmark Pharmacy,,Enock4seth,,,,,,,
,,741871603,way,12,,clinic,,,,,77086784,,,,8d0b97419b4045f797ea12465928316c,,,,,,0,2,,2019/11/14 17:15:32,,,,,Golden Jubilee Clinic,,jmawuks,,,,,clinic,,
,,-10953894,way,9,,hospital,,,,,,,,,5980a492d72c4f70baf1354b19698a6d,,,,,,0,,,,,,,,Family Hospital and Fertility Centre,,,,,,,hospital,,
-1.76980193230116,4.90865443533463,7745633847,node,9,,pharmacy,,,,,88480906,,,,e24921948c164bc396df5d77b7bc6daa,,,,,,0,1,,2020/07/25 01:04:10,,,,,Tobinco Pharmacy,,pkodame,,,,,,,
-0.194403281909587,5.58312665387294,6975237624,node,18,,pharmacy,,Kanda Highway,,,77041605,,,,6e7c607b4c2b40cb8ead65163ce19ca9,,,,Open Cities Accra / GARID- Field Survey,,0,1,,2019/11/13 22:38:06,,,,Accra,Nyala Phamacy,,YMawufemor,,,,,,,
-2.77732178118328,5.29004368640332,7329793485,node,15,,pharmacy,,,,,82624496,,,,df190c430e27406692c3912b006c74e4,,Mo-Sa 08:00-20:00,,,,0,1,,2020/03/25 18:52:34,,00233,,,Vins Pharmacy,,stephen benzoate,,,,,,,
-1.79550210471663,7.83375533066871,6535939308,node,6,,pharmacy,,,,,71082249,,,,28f737a81cd142b2a8a56550268c9640,,,,,,0,1,,2019/06/09 22:15:18,,,,,,,Teyvi-Angela,,,,,,,
,,836636695,way,21,,pharmacy,,,KANBOK PHARMACEUTICALS,,89326293,,,,80ed8b40d61843c9a2e84f8f0ca11b9c,,"Mo-Sa 08:00-21:00, Su 14:00-21:00",,,,0,1,,2020/08/13 01:10:29,,,,,KANBOK PHARMACEUTICALS,,Ewoenam,,,,yes,pharmacy,,
-1.65632110543461,6.69574852775224,6937973927,node,9,,pharmacy,,,,,76510607,,,,b79a1cba1093451dbf1e22605fa37847,,,,,,0,1,,2019/11/01 18:49:57,,,,,Rima-Riva,,Enock4seth,,,,,,,
-0.030433642182231,5.69017529206315,4327137489,node,9,,pharmacy,,,,,41114251,,,,97c89dd46b5c478492cdcf6d004b2237,,,,,,0,1,,2016/07/29 17:16:34,,,,,Widama Pharmacy,,Joshua Amudzi,,,,,,,
-0.147242168427681,5.64608472117078,5756412277,node,9,,,,,,,60652368,,,,aed95d2a11a94c9cb95ea947a32ffb72,,,,,,0,1,,2018/07/12 13:07:17,,,,,Ultra Lab Diagnostic Center,,emashie,,,,,laboratory,,
-0.039718276327534,5.68650535957767,1762080645,node,9,,clinic,,,,,40523539,,,,12195e85f0c5481c935ace9531b68e47,,,,,,0,3,,2016/07/06 15:22:52,,,,,Ashaiman Poly Clinic,,Joshua Amudzi,,,,,,,
-0.23773487146957,5.6081929867704,6132175109,node,9,,pharmacy,,,,,70507393,,,,c15265e18f7a4f378dd7c6efcfbb46ab,,,,,,0,2,,2019/05/22 09:35:31,,,,,Josly Pharmacy Limited,,Enock4seth,,,,,,,
-0.20304745483341,5.60516586243929,6100969250,node,6,,pharmacy,,,,,64986958,,,,03d380a094e94bf5873b06deb939cb2f,,,,,,0,1,,2018/11/28 20:50:49,,,,,,,Enock4seth,,,,,,,
-0.006523341370411,5.63268163890118,4746491621,node,9,,clinic,,,,,47032716,,,,53470b20c50b4e149cfc8f4e47620b9f,,,,,,0,1,,2017/03/21 07:58:54,,,,,G.P.H.A Clinic Tema,,asiedu,,,,,,,
-2.82202062678894,5.82265127172053,8199137379,node,9,,pharmacy,,,,,95372357,,,,4b4a0018f8724f18b4c0d6ebe223b5a9,,,,,,0,1,,2020/12/06 16:24:20,,,,,Anthony Evans Nyankey,,GabiStone,,,,,,,
-0.181413427466424,5.67782941924082,7252688372,node,9,,pharmacy,,,,,81619304,,,,b699cb3de6984b6d9cca52b4f6f59ec0,,,,,,0,1,,2020/02/29 12:42:05,,,,,Family Care Pharmacy,,Enock4seth,,,,,,,
,,786247674,way,12,,,,,,,84704023,,,,bab6caecb25b4981aaa1d83cc5b42ce8,,,,Maxar Premium Imagery (Beta),,0,2,,2020/05/05 15:14:46,,,,,Catholic Family Reproductive Health Program,,mmahmud,,,,,hospital,,
,,786555100,way,12,,hospital,,,,,82927077,,,,5af95ae7037d4dc0bbf694b242da3167,,,,,,0,1,,2020/04/01 13:48:30,,,,,Jaang Clinic,,Jcasas1,,,,,hospital,,
,,786243485,way,24,,hospital,,,,,83059196,public,,,4b4ede6c6a5d40ea90a151bf9e6c3677,,24/7,,,,0,2,yes,2020/04/04 04:16:11,,,"emergency_department;laboratory;x_ray",,Holy Family Hospital - Techiman,,Martin Affum,,,,,hospital,,
-0.258359130961225,5.58969513229485,7198661876,node,9,,pharmacy,,,,,80764633,,,,1de6fe6382d741508fe29329f6acc6c5,,,,,,0,1,,2020/02/09 21:21:18,,,,,Sir Swanzy Chemicals,,Enock4seth,,,,,,,
-0.232659880555104,5.57083224593609,5952622192,node,9,,,,,,,63176725,,,,11ea76550549493195850f9d577ebd2e,,,,,,0,1,,2018/10/03 23:06:10,,,,,Van-J Eye Care,,Enock4seth,,,,,optometrist,,
0.790295578297162,6.13011942905459,2967647199,node,6,,pharmacy,,,,,41113589,,,,6ee59c8b04554366ba2de8add18ae7c2,,,,,,0,2,,2016/07/29 16:41:40,,,,,,,Enock4seth,,,,,,,
-1.98740686752166,5.3025006194427,5128389744,node,12,,pharmacy,,,,,112628157,,,,b91c69662393484d9991e435fa717ee5,,,,,,0,3,,2021/10/17 21:26:21,,,,,Grammar Chemist,,Boatengkelvin,,,,,pharmacy,,
-0.85202561195527,9.35713815307929,6657361501,node,12,,pharmacy,,,,,79474897,,,,aa1200e85e444ce1875b395be821ddc3,,,,,,0,2,,2020/01/12 12:52:48,,,,,,,mfbehrens99,,,,yes,pharmacy,,
,,707847400,way,27,,clinic,,Chief Chamba Street,combination,,77441363,,,,b174025662eb4f2eb5a02c9c64fa0a81,,,,Open Cities Accra / GARID- Field Survey,,0,2,no,2019/11/22 18:28:03,,,,Accra,Accra New Town Chips Compound,,magma18,,,,no,,,
-0.282981139171483,5.68383647778816,6950090543,node,12,,pharmacy,,,,,108594368,,,,86e3147ef41c4cabaa3bd8d6feed6057,,,,,,0,2,,2021/07/26 06:07:22,,,,,Life Pharmacy,,Sammyhawkrad,,,,,pharmacy,,
-2.00017024294104,5.29699253559124,4775971607,node,9,,pharmacy,,,,,60218761,,,,0af139a2acd14abba84a862dbc7c8fd9,,,,,,0,3,,2018/06/27 13:36:50,,,,,Adom Chemical Shop,,Enock4seth,,,,,,,
-2.32080402322779,7.33765562753791,6814403385,node,6,,pharmacy,,,,,74755430,,,,552e60a0970f4f14ac827eda4f2e6563,,,,,,0,1,,2019/09/21 17:49:11,,,,,,,mawutor,,,,,,,
-2.51722772149077,6.7959081635432,6388787464,node,12,,pharmacy,,Mim - Kukuom Road,,,68972471,,,,171df168de20458caa0b24572e20111a,,,,,,0,1,,2019/04/07 10:25:05,,,,,Winefred Adjei,,magma18,,,,,,,
-0.002660876569024,5.64771558807126,6292744802,node,12,,clinic,,,,,67455517,,,,843cd3df155f4a7ebd7641b32183e314,,24/7,,,,0,2,,2019/02/22 07:37:05,,,,,TMA Maternity and Children's Clinic,,Enock4seth,,,,,,,
-0.70274592809173,5.54513928195735,5115858546,node,12,,pharmacy,,,,,52191545,,,,9279a1484ad540388ac64206ebb74a11,,,,,,0,2,,2017/09/19 19:33:49,,,,Agona Swedru,Drug Store,,foodev,,,,,,,
,,406732179,way,12,,hospital,,,,,95748668,,,,4a4c29d22ce34ac8a6a88b07c82289a3,,,,,,0,3,,2020/12/13 09:48:18,,,,,New Upper West Regional Hospital Site,,mfbehrens99,,,,,hospital,,
-0.223271729905605,5.64335129872688,7933810163,node,6,,pharmacy,,,,,91349834,,,,7f820ef397bd450286a03c8e16749275,,,,,,0,1,,2020/09/23 08:33:18,,,,,,,Enock4seth,,,,,,,
-0.210347673402367,5.56600024639462,7810005711,node,9,,clinic,,,,,89357932,,,,12d91e5c0417482aa8336de77fffadaa,,,,,,0,1,,2020/08/13 12:48:08,,,,,Shalina,,Enock4seth,,,,,,,
-0.054279318520543,5.61872853614534,4479634129,node,12,,pharmacy,,,,,43385636,,,,800bb1e8a99c44309cca6bd302ae4274,,Mo-Fr 09:00-18:00,,,,0,1,,2016/11/03 18:03:16,,,,,Alaska Pharmacy Ltd,,Livingstone Bermah,,,,,,,
-2.77124448228733,5.29198024131253,7325629087,node,24,,pharmacy,,Zongo street,Thomas Amonle,,110730833,,,,7196a4904b17437f868c24726a2a17b6,,Mo-Sa 07:00-22:00,,,,0,2,,2021/09/04 20:54:31,,00233,,,Thomas Amonle Pharmacy,,No̩ G,,,,,pharmacy,,
,,441237332,way,12,,hospital,,,Ghana Health Services,,50672767,,,,63392eb055af4272bf9e4dd2cfd405a0,,,,,,0,2,,2017/07/29 16:50:49,,,,,Pishigu Clinic,,Patchi,,,,,,,
-0.198472779719367,5.58210557042833,6958423005,node,30,,pharmacy,,Al-Waleed Bin-Talal Highway,private_profit,,76826251,,,,45e0326c68bb4f76b1f08f59bafa1339,,Mo-Sa 08:00-18:00,,Open Cities Accra / GARID- Field Survey,,0,1,no,2019/11/08 18:37:01,,,,Accra,Lesson Pharmacy,,iamnipah,,,,yes,,,
-2.08388592581005,5.78154222760602,4502539492,node,12,,clinic,,,,,43672601,,,,b3e388d799a2472c9cd2b5e94f4d352d,,24/7,,,,0,1,,2016/11/15 14:53:56,,,,,Wassa Akropong Government Hospital,,NATXTASY1,,,,,,,
-0.242663849630759,5.59404223873773,3123797169,node,12,,doctors,,,,,26002407,,,,29ddfbf1329b4dc299670c4532204220,,,,GPS,,0,1,,2014/10/11 12:01:21,,,,,Better Hearing Clinic Ltd.,,GO_OSM,,,,,,,
-0.188781036536909,5.5757874594542,6892763208,node,9,,pharmacy,,,,,77758190,,,,bd866005733f45239a8ce1a3c5554428,,,,,,0,2,,2019/11/30 13:38:49,,,,,Sterada Pharmacy Limited,,Enock4seth,,,,,,,
-0.260079181311454,5.56107981777467,4443298689,node,9,,clinic,,,,,51028719,,,,b282e47ff5bb4faea808759a47970105,,,,,,0,2,,2017/08/11 10:28:55,,,,,Dansoman polyclinic,,Enock4seth,,,,,,,
-1.61355596489108,6.68902137990327,6037962270,node,9,,pharmacy,,,,,70147637,,,,706fc0be2f9c4f1cb813e6dbc4b5156c,,,,,,0,2,,2019/05/11 21:27:53,,,,,Sarps Pharmacy,,magma18,,,,,,,
-0.077872783392394,5.62551754243975,6742877664,node,15,,pharmacy,,,,,73705305,,,,264fed6dc58b4ba9922ac86b36df1348,,24/7,,,,0,2,,2019/08/24 21:23:51,,,,,Top-Up Pharmacy,,Enock4seth,,,,yes,,,
,,229345769,way,9,,hospital,,,,,79394249,,,,446ab5103e9f4b249eea8ecd0abb1b89,,,,,,0,2,,2020/01/09 21:59:35,,,,,,,mfbehrens99,,,,,hospital,,
-0.218911044779588,5.60415978260139,3731302543,node,9,,doctors,,,,,33826358,,,,0fe8392805f64b0489924b76a5209b5e,,,,,,0,1,,2015/09/06 06:52:01,,,,,Citadel Clinic,,GO_OSM,,,,,,,
-1.69111933083073,6.69790426942944,6091146473,node,6,,pharmacy,,,,,78976171,,,,6b884ed1c7104b328b4f045d4b4934b5,,,,,,0,2,,2019/12/29 11:29:06,,,,,,,Enock4seth,,,,,,,
,,881814572,way,21,,pharmacy,,,Private health Practisioner,,95391487,,,,e92b88cf32fd4e6f853cf88115154bb0,,sunrise-sunset,,,,0,1,,2020/12/07 04:39:27,,,,,Hannah Anderson's Licensed Chemical Store,,FreddyBlay,no,,,yes,,,
,,192082879,way,9,,clinic,,,,,49225427,,,,8747761b60e841c695d7115841623562,,,,,,0,2,,2017/06/03 17:37:29,,,,,Zaclex Maternity Home,,Enock4seth,,,,,,,
-0.256864302349271,6.09710738722475,6481547188,node,9,,clinic,,,,,70422907,,,,5097cc22703a40ac97561c3f8b49550f,,,,,,0,2,,2019/05/20 00:32:04,,,,,Eye Clinic,,Enock4seth,,,,,,,
-2.51757766594827,6.80270865304496,7372539685,node,12,,pharmacy,,,,,83152265,,,,8ba508ff87fe4a399122dd500de904d9,,24/7,,,,0,1,,2020/04/06 14:35:04,,,,,Dunamis Pharmacy LTD,,Dzifalizzy,,,,,,,
-0.189914940398239,5.56606193720197,6050981938,node,9,,pharmacy,,,,,67537174,,,,fcf768c7fe534586b143eafdd272bf6d,,,,,,0,2,,2019/02/25 06:33:42,,,,,Ernest Chemist Limited,,Humus015,,,,,,,
-1.19266800094559,10.572686193711,1919300432,node,12,,clinic,,,,,13149566,,,,8cb82faaa0cf4e49954f2e70256c6a74,,,,"MVP,Columbia University",,0,1,,2012/09/17 21:29:46,,,,,Chansa CHPS,,sherpashaky,,,,,,,
-2.02529156112337,5.00173773319037,9064977857,node,9,,pharmacy,,,,,110770576,,,,93493c9dd2114b2aad513ed8dfee7a32,,,,,,0,1,,2021/09/06 03:08:00,,,,,Evanex Pharmacy,,GabiStone,,,,,,,
-1.00058503887908,5.84466449638708,6331533885,node,12,,clinic,,,,,68034807,,,,7392e22e8450463ab39eae596b60314c,,24/7,,,,0,2,,2019/03/11 19:06:42,,,,,Achiase Health Center,,magma18,,,,,,,
,,406732178,way,12,,hospital,,,,,102718352,,,,f1a463a74a9d42cd9385e4c02e02461d,,,,,,0,3,,2021/04/10 23:02:14,,,,,Upper West Regional Hospital,,dingohuang,,,,,hospital,,
-0.266324705004109,5.57989408909503,5302018799,node,9,,pharmacy,,,,,54885739,,,,fe287e4ea45b478aa11d6406b3ec69ec,,,,,,0,1,,2017/12/24 12:25:06,,,,,Ernest Chemist,,Enock4seth,,,,,,,
,,675016361,way,9,,clinic,,,,,67855167,,,,3ef76e50ce3145419a01090e0b6e22fc,,,,,,0,1,,2019/03/06 18:56:07,,,,,Nsowakrom CHPS Compound,,Deagar,,,,,,,
-2.77171554524568,5.28821374930249,7329666985,node,18,,pharmacy,,N1 Highway,Agnes Allah,,82623665,,,,4de245bccc8544e3a75fcd59499deb97,,,,,,0,1,,2020/03/25 18:25:17,,00233,,,Agnes Allah Pharmacy,,stephen benzoate,,,,,,,
,,756279667,way,12,,hospital,,,,,78533552,,,,52d39a7f88214135ba72b09967b6bfa9,,,,,,0,1,,2019/12/17 15:02:11,,,,,Bolgatanga Regional Hospital,,mfbehrens99,,,,,hospital,,
0.021849568509992,9.21907999354642,6548982136,node,6,,pharmacy,,,,,71274452,,,,f62c7a3e9ac94c9fbf17e34ae662c482,,,,,,0,1,,2019/06/15 08:43:46,,,,,,,Teyvi-Angela,,,,,,,
,,787181131,way,12,,hospital,,,,,82988510,,,,c4af08500cc94e02aae96d0d757e65cf,,,,,,0,1,,2020/04/02 15:16:16,,,,,Zebilla District Hospital,,Jcasas1,,,,,hospital,,
-0.724792177456777,5.63885038436075,7913715404,node,9,,pharmacy,,,,,90999176,,,,be5c4794e955480c84c6b2cac29c86c6,,,,,,0,1,,2020/09/16 17:03:19,,,,,Agnes Doris Pharmacy,,pkodame,,,,,,,
