X,Y,osm_id,osm_type,completeness,amenity,addr_street,operator,changeset_id,staff_doctors,contact_number,uuid,opening_hours,source,changeset_version,emergency,changeset_timestamp,health_amenity_type,addr_city,name,changeset_user,healthcare,operator_type,tag
-2.639022307,6.576228791,7208528785,node,9,clinic,,,81052579,,,cd60eea5f5d1451f97ce76533ffdcccf,,,2,,15/02/2020 19:44,,,Asarekrom CHPS,magma18,,,
-2.387360022,6.982281038,2189771725,node,6,pharmacy,,,15283110,,,23d648894fc2455ab6c4a4eaeb260f7d,,,1,,07/03/2013 15:13,,,,hothunter,,,
-0.429060529,5.533196746,6938228121,node,9,clinic,,,76513860,,,aa88580c09374e13aa9a8c53cf9b5018,,,1,,01/11/2019 20:50,,,Justab Clinic,Captaingideon,,,
-0.091107641,5.622188167,6700604298,node,9,pharmacy,,,78195746,,,308a90fc79a84ab6941f982b841576e0,,,2,,10/12/2019 9:01,,,Vicar Pharmacy,mawutor,,,
-0.038700881,5.684773155,5188828824,node,12,pharmacy,Atankpa Tettey Street,,53238930,,,99c5d0cf90ce487198d483a8dc71f0f3,,,1,,25/10/2017 15:44,,,Ashaiman Pharmacy,mawutor,,,
-1.550445347,6.70063744,4955246621,node,12,pharmacy,Nsenie Main Street,,50089995,,,4f3c602efbd54bb7a4a95ab617e0ff64,,,1,,06/07/2017 17:22,,,DE-MAKS Pharmacy,Donrex,,,
,,787644965,way,12,hospital,,,83047912,,,2a718f80d07b43b2b85c0daad2e6537b,,,1,,03/04/2020 17:30,,,Klagon Maternity Home and Clinic,Jcasas1,hospital,,
-2.510371241,6.789602374,7291702385,node,15,pharmacy,Atta Mills Road,,82162880,,,fcde0bbce8b249e5958eb7176ef59891,Mo-Sa 07:30-21:00,,1,,13/03/2020 12:32,,,GLORIA K. TETTEH,Dzifalizzy,,,
-0.23726012,5.66091323,7471974190,node,9,pharmacy,,,84488190,,,48a8c48b7cdf4ea8997a240e5f9047d0,,,1,,01/05/2020 18:35,,,Crystal,Enock4seth,,,
-0.139797446,5.632633527,6925128752,node,9,pharmacy,,,76309044,,,d22458b959424b0ba85e3a7974226196,,,1,,28/10/2019 17:23,,,Media Pharmacy,Jwale,,,
-0.086229625,5.622995176,6772277885,node,6,pharmacy,,,74092198,,,4d37e8ea67794fd899641842db0cd30d,,,1,,04/09/2019 14:51,,,,Enock4seth,,,
0.304194647,8.493404153,7317116285,node,24,clinic,,,82656028,,,ed5891931f2b466cab30bde3dbf21e4f,,,2,yes,26/03/2020 10:51,,,Pentecost Clinic,tyr_asd,clinic;doctor;laboratory;pharmacy,,
,,788138332,way,12,hospital,,,83094377,,,7d377279b0b94c84a3c6fcc39f2025c2,,,1,,05/04/2020 10:39,,,Akrodie Health Centre,Jcasas1,hospital,,
-0.24727507,5.579534925,5731354878,node,12,pharmacy,Nii Amasa street,,60589233,,,f4ee5df523044081abca62c2f535f322,,,2,,10/07/2018 20:46,,,Mary de Rose Pharmacy,Enock4seth,,,
-0.198463141,5.582087549,4516622590,node,18,pharmacy,Al Waleed Bin Talal Highway,Ankama Family,43889912,,,b46214dffe34447eaf38e719dac9529f,Mo-Fr 07:00-22:00; Sa 08:00-21:00,,1,,23/11/2016 8:51,,,Lesson Pharmacy,Kwadwo Ankama,,,
-1.99133052,5.306502727,5364799592,node,9,clinic,,,55789416,,,7fde2c0127f740699b7c752bb977f224,,,1,,26/01/2018 23:09,,,,Enock4seth,clinic,,
-0.151744424,5.660165732,5210337471,node,12,clinic,,,75921818,,,a78d97beffe74ae99d4820476de61394,,,2,,19/10/2019 7:09,,,Prolife Chinese Acupuncture Clinic,Enock4seth,alternative,,
-2.641769978,7.220641745,7214156287,node,9,clinic,,,81044760,,,1d7a893a6e1f423696ecb472dc3dc41d,,,1,,15/02/2020 14:29,,,Mw,Arnson,,,
-0.200645537,5.600514661,6115657385,node,9,pharmacy,,,65159043,,,65ebf2bb1a9341de8d8c64dec3e6e867,,,1,,04/12/2018 12:38,,,1st Champions Pharmacy,Enock4seth,,,
,,785927801,way,21,hospital,Lokko Road,,84088597,,302776427,29411b9638e94a7499d31f12e184be66,,,2,,25/04/2020 3:43,,Osu,VRA Hospital & Pharmacy,Andy Sekoh,hospital;pharmacy,,
-0.199592602,5.552912659,5486353373,node,15,pharmacy,,,78987055,,+233 267065800,5b74c2865fee440fb75975fde0539e8f,,,3,,29/12/2019 18:56,,,Ebenezer Chemist Limited,kjon,pharmacy,,
,,857831817,way,18,pharmacy,,,92305489,,,715d1fc300e94234a8dc92d7b06242b7,,,1,,11/10/2020 15:34,,Tamale,Baka Pharmacy,Adababu Godswill,pharmacy,,
-0.250149979,5.619092395,5923783047,node,9,pharmacy,,,62845268,,,9c6a3460fcfc49f8852a899fc07194ab,,,1,,23/09/2018 9:42,,,Healthmark Pharmacy,Enock4seth,,,
,,741871603,way,12,clinic,,,77086784,,,8d0b97419b4045f797ea12465928316c,,,2,,14/11/2019 17:15,,,Golden Jubilee Clinic,jmawuks,clinic,,
,,-10953894,way,9,hospital,,,,,,5980a492d72c4f70baf1354b19698a6d,,,,,,,,Family Hospital and Fertility Centre,,hospital,,
-1.769801932,4.908654435,7745633847,node,9,pharmacy,,,88480906,,,e24921948c164bc396df5d77b7bc6daa,,,1,,25/07/2020 1:04,,,Tobinco Pharmacy,pkodame,,,
-0.194403282,5.583126654,6975237624,node,18,pharmacy,Kanda Highway,,77041605,,,6e7c607b4c2b40cb8ead65163ce19ca9,,Open Cities Accra / GARID- Field Survey,1,,13/11/2019 22:38,,Accra,Nyala Phamacy,YMawufemor,,,
-2.777321781,5.290043686,7329793485,node,15,pharmacy,,,82624496,,,df190c430e27406692c3912b006c74e4,Mo-Sa 08:00-20:00,,1,,25/03/2020 18:52,,,Vins Pharmacy,stephen benzoate,,,
-1.795502105,7.833755331,6535939308,node,6,pharmacy,,,71082249,,,28f737a81cd142b2a8a56550268c9640,,,1,,09/06/2019 22:15,,,,Teyvi-Angela,,,
,,836636695,way,21,pharmacy,,KANBOK PHARMACEUTICALS,89326293,,,80ed8b40d61843c9a2e84f8f0ca11b9c,"Mo-Sa 08:00-21:00, Su 14:00-21:00",,1,,13/08/2020 1:10,,,KANBOK PHARMACEUTICALS,Ewoenam,pharmacy,,
-1.656321105,6.695748528,6937973927,node,9,pharmacy,,,76510607,,,b79a1cba1093451dbf1e22605fa37847,,,1,,01/11/2019 18:49,,,Rima-Riva,Enock4seth,,,
-0.030433642,5.690175292,4327137489,node,9,pharmacy,,,41114251,,,97c89dd46b5c478492cdcf6d004b2237,,,1,,29/07/2016 17:16,,,Widama Pharmacy,Joshua Amudzi,,,
-0.147242168,5.646084721,5756412277,node,9,,,,60652368,,,aed95d2a11a94c9cb95ea947a32ffb72,,,1,,12/07/2018 13:07,,,Ultra Lab Diagnostic Center,emashie,laboratory,,
-0.039718276,5.68650536,1762080645,node,9,clinic,,,40523539,,,12195e85f0c5481c935ace9531b68e47,,,3,,06/07/2016 15:22,,,Ashaiman Poly Clinic,Joshua Amudzi,,,
-0.237734871,5.608192987,6132175109,node,9,pharmacy,,,70507393,,,c15265e18f7a4f378dd7c6efcfbb46ab,,,2,,22/05/2019 9:35,,,Josly Pharmacy Limited,Enock4seth,,,
-0.203047455,5.605165862,6100969250,node,6,pharmacy,,,64986958,,,03d380a094e94bf5873b06deb939cb2f,,,1,,28/11/2018 20:50,,,,Enock4seth,,,
-0.006523341,5.632681639,4746491621,node,9,clinic,,,47032716,,,53470b20c50b4e149cfc8f4e47620b9f,,,1,,21/03/2017 7:58,,,G.P.H.A Clinic Tema,asiedu,,,
-2.822020627,5.822651272,8199137379,node,9,pharmacy,,,95372357,,,4b4a0018f8724f18b4c0d6ebe223b5a9,,,1,,06/12/2020 16:24,,,Anthony Evans Nyankey,GabiStone,,,
-0.181413427,5.677829419,7252688372,node,9,pharmacy,,,81619304,,,b699cb3de6984b6d9cca52b4f6f59ec0,,,1,,29/02/2020 12:42,,,Family Care Pharmacy,Enock4seth,,,
,,786247674,way,12,,,,84704023,,,bab6caecb25b4981aaa1d83cc5b42ce8,,Maxar Premium Imagery (Beta),2,,05/05/2020 15:14,,,Catholic Family Reproductive Health Program,mmahmud,hospital,,
,,786555100,way,12,hospital,,,82927077,,,5af95ae7037d4dc0bbf694b242da3167,,,1,,01/04/2020 13:48,,,Jaang Clinic,Jcasas1,hospital,,
,,786243485,way,24,hospital,,,83059196,,,4b4ede6c6a5d40ea90a151bf9e6c3677,24-Jul,,2,yes,04/04/2020 4:16,emergency_department;laboratory;x_ray,,Holy Family Hospital - Techiman,Martin Affum,hospital,,
-0.258359131,5.589695132,7198661876,node,9,pharmacy,,,80764633,,,1de6fe6382d741508fe29329f6acc6c5,,,1,,09/02/2020 21:21,,,Sir Swanzy Chemicals,Enock4seth,,,
-0.232659881,5.570832246,5952622192,node,9,,,,63176725,,,11ea76550549493195850f9d577ebd2e,,,1,,03/10/2018 23:06,,,Van-J Eye Care,Enock4seth,optometrist,,
0.790295578,6.130119429,2967647199,node,6,pharmacy,,,41113589,,,6ee59c8b04554366ba2de8add18ae7c2,,,2,,29/07/2016 16:41,,,,Enock4seth,,,
-1.987406868,5.302500619,5128389744,node,12,pharmacy,,,112628157,,,b91c69662393484d9991e435fa717ee5,,,3,,17/10/2021 21:26,,,Grammar Chemist,Boatengkelvin,pharmacy,,
-0.852025612,9.357138153,6657361501,node,12,pharmacy,,,79474897,,,aa1200e85e444ce1875b395be821ddc3,,,2,,12/01/2020 12:52,,,,mfbehrens99,pharmacy,,
,,707847400,way,27,clinic,Chief Chamba Street,combination,77441363,,,b174025662eb4f2eb5a02c9c64fa0a81,,Open Cities Accra / GARID- Field Survey,2,no,22/11/2019 18:28,,Accra,Accra New Town Chips Compound,magma18,,,
-0.282981139,5.683836478,6950090543,node,12,pharmacy,,,108594368,,,86e3147ef41c4cabaa3bd8d6feed6057,,,2,,26/07/2021 6:07,,,Life Pharmacy,Sammyhawkrad,pharmacy,,
-2.000170243,5.296992536,4775971607,node,9,pharmacy,,,60218761,,,0af139a2acd14abba84a862dbc7c8fd9,,,3,,27/06/2018 13:36,,,Adom Chemical Shop,Enock4seth,,,
-2.320804023,7.337655628,6814403385,node,6,pharmacy,,,74755430,,,552e60a0970f4f14ac827eda4f2e6563,,,1,,21/09/2019 17:49,,,,mawutor,,,
-2.517227721,6.795908164,6388787464,node,12,pharmacy,Mim - Kukuom Road,,68972471,,,171df168de20458caa0b24572e20111a,,,1,,07/04/2019 10:25,,,Winefred Adjei,magma18,,,
-0.002660877,5.647715588,6292744802,node,12,clinic,,,67455517,,,843cd3df155f4a7ebd7641b32183e314,24-Jul,,2,,22/02/2019 7:37,,,TMA Maternity and Children's Clinic,Enock4seth,,,
-0.702745928,5.545139282,5115858546,node,12,pharmacy,,,52191545,,,9279a1484ad540388ac64206ebb74a11,,,2,,19/09/2017 19:33,,Agona Swedru,Drug Store,foodev,,,
,,406732179,way,12,hospital,,,95748668,,,4a4c29d22ce34ac8a6a88b07c82289a3,,,3,,13/12/2020 9:48,,,New Upper West Regional Hospital Site,mfbehrens99,hospital,,
-0.22327173,5.643351299,7933810163,node,6,pharmacy,,,91349834,,,7f820ef397bd450286a03c8e16749275,,,1,,23/09/2020 8:33,,,,Enock4seth,,,
-0.210347673,5.566000246,7810005711,node,9,clinic,,,89357932,,,12d91e5c0417482aa8336de77fffadaa,,,1,,13/08/2020 12:48,,,Shalina,Enock4seth,,,
-0.054279319,5.618728536,4479634129,node,12,pharmacy,,,43385636,,,800bb1e8a99c44309cca6bd302ae4274,Mo-Fr 09:00-18:00,,1,,03/11/2016 18:03,,,Alaska Pharmacy Ltd,Livingstone Bermah,,,
-2.771244482,5.291980241,7325629087,node,24,pharmacy,Zongo street,Thomas Amonle,110730833,,,7196a4904b17437f868c24726a2a17b6,Mo-Sa 07:00-22:00,,2,,04/09/2021 20:54,,,Thomas Amonle Pharmacy,No̩ G,pharmacy,,
,,441237332,way,12,hospital,,Ghana Health Services,50672767,,,63392eb055af4272bf9e4dd2cfd405a0,,,2,,29/07/2017 16:50,,,Pishigu Clinic,Patchi,,,
-0.19847278,5.58210557,6958423005,node,30,pharmacy,Al-Waleed Bin-Talal Highway,private_profit,76826251,,,45e0326c68bb4f76b1f08f59bafa1339,Mo-Sa 08:00-18:00,Open Cities Accra / GARID- Field Survey,1,no,08/11/2019 18:37,,Accra,Lesson Pharmacy,iamnipah,,,
-2.083885926,5.781542228,4502539492,node,12,clinic,,,43672601,,,b3e388d799a2472c9cd2b5e94f4d352d,24-Jul,,1,,15/11/2016 14:53,,,Wassa Akropong Government Hospital,NATXTASY1,,,
-0.24266385,5.594042239,3123797169,node,12,doctors,,,26002407,,,29ddfbf1329b4dc299670c4532204220,,GPS,1,,11/10/2014 12:01,,,Better Hearing Clinic Ltd.,GO_OSM,,,
-0.188781037,5.575787459,6892763208,node,9,pharmacy,,,77758190,,,bd866005733f45239a8ce1a3c5554428,,,2,,30/11/2019 13:38,,,Sterada Pharmacy Limited,Enock4seth,,,
-0.260079181,5.561079818,4443298689,node,9,clinic,,,51028719,,,b282e47ff5bb4faea808759a47970105,,,2,,11/08/2017 10:28,,,Dansoman polyclinic,Enock4seth,,,
-1.613555965,6.68902138,6037962270,node,9,pharmacy,,,70147637,,,706fc0be2f9c4f1cb813e6dbc4b5156c,,,2,,11/05/2019 21:27,,,Sarps Pharmacy,magma18,,,
-0.077872783,5.625517542,6742877664,node,15,pharmacy,,,73705305,,,264fed6dc58b4ba9922ac86b36df1348,24-Jul,,2,,24/08/2019 21:23,,,Top-Up Pharmacy,Enock4seth,,,
,,229345769,way,9,hospital,,,79394249,,,446ab5103e9f4b249eea8ecd0abb1b89,,,2,,09/01/2020 21:59,,,,mfbehrens99,hospital,,
-0.218911045,5.604159783,3731302543,node,9,doctors,,,33826358,,,0fe8392805f64b0489924b76a5209b5e,,,1,,06/09/2015 6:52,,,Citadel Clinic,GO_OSM,,,
-1.691119331,6.697904269,6091146473,node,6,pharmacy,,,78976171,,,6b884ed1c7104b328b4f045d4b4934b5,,,2,,29/12/2019 11:29,,,,Enock4seth,,,
,,881814572,way,21,pharmacy,,Private health Practisioner,95391487,,,e92b88cf32fd4e6f853cf88115154bb0,sunrise-sunset,,1,,07/12/2020 4:39,,,Hannah Anderson's Licensed Chemical Store,FreddyBlay,,,
,,192082879,way,9,clinic,,,49225427,,,8747761b60e841c695d7115841623562,,,2,,03/06/2017 17:37,,,Zaclex Maternity Home,Enock4seth,,,
-0.256864302,6.097107387,6481547188,node,9,clinic,,,70422907,,,5097cc22703a40ac97561c3f8b49550f,,,2,,20/05/2019 0:32,,,Eye Clinic,Enock4seth,,,
-2.517577666,6.802708653,7372539685,node,12,pharmacy,,,83152265,,,8ba508ff87fe4a399122dd500de904d9,24-Jul,,1,,06/04/2020 14:35,,,Dunamis Pharmacy LTD,Dzifalizzy,,,
-0.18991494,5.566061937,6050981938,node,9,pharmacy,,,67537174,,,fcf768c7fe534586b143eafdd272bf6d,,,2,,25/02/2019 6:33,,,Ernest Chemist Limited,Humus015,,,
-1.192668001,10.57268619,1919300432,node,12,clinic,,,13149566,,,8cb82faaa0cf4e49954f2e70256c6a74,,"MVP,Columbia University",1,,17/09/2012 21:29,,,Chansa CHPS,sherpashaky,,,
-2.025291561,5.001737733,9064977857,node,9,pharmacy,,,110770576,,,93493c9dd2114b2aad513ed8dfee7a32,,,1,,06/09/2021 3:08,,,Evanex Pharmacy,GabiStone,,,
-1.000585039,5.844664496,6331533885,node,12,clinic,,,68034807,,,7392e22e8450463ab39eae596b60314c,24-Jul,,2,,11/03/2019 19:06,,,Achiase Health Center,magma18,,,
,,406732178,way,12,hospital,,,102718352,,,f1a463a74a9d42cd9385e4c02e02461d,,,3,,10/04/2021 23:02,,,Upper West Regional Hospital,dingohuang,hospital,,
-0.266324705,5.579894089,5302018799,node,9,pharmacy,,,54885739,,,fe287e4ea45b478aa11d6406b3ec69ec,,,1,,24/12/2017 12:25,,,Ernest Chemist,Enock4seth,,,
,,675016361,way,9,clinic,,,67855167,,,3ef76e50ce3145419a01090e0b6e22fc,,,1,,06/03/2019 18:56,,,Nsowakrom CHPS Compound,Deagar,,,
-2.771715545,5.288213749,7329666985,node,18,pharmacy,N1 Highway,Agnes Allah,82623665,,,4de245bccc8544e3a75fcd59499deb97,,,1,,25/03/2020 18:25,,,Agnes Allah Pharmacy,stephen benzoate,,,
,,756279667,way,12,hospital,,,78533552,,,52d39a7f88214135ba72b09967b6bfa9,,,1,,17/12/2019 15:02,,,Bolgatanga Regional Hospital,mfbehrens99,hospital,,
0.021849569,9.219079994,6548982136,node,6,pharmacy,,,71274452,,,f62c7a3e9ac94c9fbf17e34ae662c482,,,1,,15/06/2019 8:43,,,,Teyvi-Angela,,,
,,787181131,way,12,hospital,,,82988510,,,c4af08500cc94e02aae96d0d757e65cf,,,1,,02/04/2020 15:16,,,Zebilla District Hospital,Jcasas1,hospital,,
-0.724792177,5.638850384,7913715404,node,9,pharmacy,,,90999176,,,be5c4794e955480c84c6b2cac29c86c6,,,1,,16/09/2020 17:03,,,Agnes Doris Pharmacy,pkodame,,,
,,786513575,way,12,hospital,,,82921957,,,aabaab321c0e4d8aac53e67ecbe2ac09,,,1,,01/04/2020 12:04,,,Youth Friendly Hospital,Jcasas1,hospital,,
,,879206592,way,12,pharmacy,,,95038914,,,0b998425d5f14e178962ab874f44b36b,,,1,,30/11/2020 10:56,,,,2024mlee,pharmacy,,
-2.682561013,7.826818049,7248247385,node,9,clinic,,,81558419,,,6b8f70e51d4346998b99b6b5ae490a2c,,,1,,27/02/2020 17:39,,,Dawiri chips compound,Arnson,,,
-1.765274615,4.897182292,5046972668,node,9,pharmacy,,,51287359,,,a26bdb7a37e9406684bcb9615564f230,,,1,,20/08/2017 22:09,,,Cramer Chemist,Enock4seth,,,
-0.075866323,5.608741666,5790774953,node,9,pharmacy,,,69437360,,,fb3747822cdf4868a3edc756d4d34306,,,2,,22/04/2019 0:32,,,Fabby Pharmacy,Enock4seth,,,
-0.209984234,5.546998891,7727437261,node,9,pharmacy,,,88188109,,,d63fe59825794893abb771a704506527,,,1,,18/07/2020 23:02,,,Baseline,Enock4seth,,,
-2.310808017,6.458946687,7755276266,node,27,pharmacy,Bibiani - Nyinahin - Kumasi Road,,88853848,,,10492af3f06b4640b167388071dff21f,"Mo-Sa 07:30-21:30, Su 9:00-21:00",,4,,03/08/2020 1:12,,Bibiani,180 Plus Pharmacy,Adababu Godswill,pharmacy,,
-0.235059452,5.630575518,5987250116,node,15,pharmacy,,,81019508,,,4a176c097e5b4628925c048e837b780a,,Open Cities Accra - Field Survey,2,,14/02/2020 17:12,,Accra,Rock Chemist,magma18,,,
-0.188054577,5.667766944,5824861049,node,6,pharmacy,,,61559392,,,b1e9e1f2cbe24dd6813dc6dbfba87dcb,,,1,,11/08/2018 7:24,,,,Enock4seth,,,
-0.823721769,9.744628256,7115087242,node,9,pharmacy,,,79394249,,,a3805fb7518a469baddea73547a859d7,,,2,,09/01/2020 21:59,,,,mfbehrens99,pharmacy,,
-0.025878162,5.684441819,5920361460,node,6,doctors,,,62793573,,,a6b82dc00f4a46fa80214885af3eed75,,,1,,21/09/2018 11:25,,,,Enock4seth,,,
-0.262730042,5.530294261,2026403682,node,15,pharmacy,,,13986039,,,0bb1571108964e608a20876ace2ce85b,Mo- Su 08:00-23:00,,1,,22/11/2012 14:13,,,Day and Night Pharmacy,Merhawi,,,
-0.198336155,5.582418551,6958422911,node,24,clinic,Al-Waleed Bin-Talal Highway,private_profit,76826251,,,cdaeb230a5164661a1b775af3cf195a5,Mo-Sa 08:00-18:00,Open Cities Accra / GARID- Field Survey,1,,08/11/2019 18:37,,Accra,Dons Medical Services,iamnipah,,,
-1.278807227,5.148451716,7862532884,node,9,pharmacy,,,90205436,,,c99d12da9fda48adb909ce9c94bee28f,,,1,,31/08/2020 18:03,,,Marygold Pharmacy,pkodame,,,
-0.228410256,5.535607885,7629520515,node,12,,,,86795212,,,29ba7ca6f885429b926fbcf71d719837,,,2,,18/06/2020 0:45,,,MDS-Lancet,Enock4seth,laboratory,,
-2.434817855,6.722883598,7208020586,node,9,clinic,,,80950979,,,4cb5a03027b545eb915b6de9a6f02109,,,1,,13/02/2020 10:14,,,Dantano chips compound,Arnson,,,
-0.258615952,6.092417042,6435744903,node,9,pharmacy,,,69690228,,,7a6d80abbaeb46f6ab0d10e61067717a,,,1,,29/04/2019 10:42,,,Gabson Pharmacy,EricKay,,,
-0.388622623,5.518987074,7808424801,node,24,pharmacy,,KANBOK PHARMACEUTICALS,89326206,,,91f458d2786f478db4c57413902f90cb,"Mo-Sa 08:00-21:00, Su 14:00-21:00",,1,,13/08/2020 1:02,,,KANBOK PHARMACEUTICALS,Ewoenam,pharmacy,,
,,785911112,way,33,hospital,Castle Road,,84226419,,0302 228 688,e0d745b2c0184c34af6d567d34335dce,24-Jul,,2,,28/04/2020 0:44,,Accra,Accra Psychiatric Hospital,Andy Sekoh,doctor;hospital,government,
,,737406049,way,18,pharmacy,Skin Link,,78950265,,,af940057934142c994a2146d2a925b2b,,,2,,28/12/2019 9:06,,,Edmida Pharmacy,mfbehrens99,pharmacy,,
-0.162997045,5.567014457,6387882586,node,12,pharmacy,,,68956301,,,6f945f5a6d2d4b29984a0dc549f83298,Mo-Fr 07:30-22:00; Sa 09:00-22:00,,1,,06/04/2019 16:31,,,Sadas Chemists,Yaa2Darko,,,
-0.028648967,5.686191876,7238982608,node,15,pharmacy,,,81406551,,,f0204302c66a4c1da50824b0c36413fc,,,1,,24/02/2020 12:52,,,Lena Pharmacy,mawutor,pharmacy,,
-0.236688642,5.617624975,6279110347,node,30,pharmacy,Ruby's Street,private_profit,67202885,,,044b66be097249f996111a62b730da73,Mo-Sa 08:00-18:00,Open Cities Accra - Field Survey,1,yes,14/02/2019 18:02,,Accra,Excel Pharmacy and Cosmetics,magma18,,,
-0.233510811,5.611663095,6285113296,node,18,doctors,Ayee Ayee Fee Avenue,,67295725,,,de15bcbc2610454fa428c6700b03b70c,,Open Cities Accra - Field Survey,1,,17/02/2019 23:31,,Accra,Lifeview Medical Laboratory,Enock4seth,,,
-0.241116634,5.623532372,7516013352,node,9,pharmacy,,,85168089,,,3299301260444bc7814a2256997bbc0b,,,1,,14/05/2020 0:01,,,Kent Pharmacy,Enock4seth,,,
